,class,sentence,at,char_grams,content,dep_tree,parse_tree,pos,repliedAt,replyContent,reviewCreatedVersion,reviewId,root,score,tagged_sent,thumbsUpCount,userName
43,,Where is the android design app that works ?,2020-05-03 02:58:43,"['Wh', 'he', 'er', 're', 'ei', 'is', 'st', 'th', 'he', 'ea', 'an', 'nd', 'dr', 'ro', 'oi', 'id', 'dd', 'de', 'es', 'si', 'ig', 'gn', 'na', 'ap', 'pp', 'pt', 'th', 'ha', 'at', 'tw', 'wo', 'or', 'rk', 'ks', 's?', 'Whe', 'her', 'ere', 'rei', 'eis', 'ist', 'sth', 'the', 'hea', 'ean', 'and', 'ndr', 'dro', 'roi', 'oid', 'idd', 'dde', 'des', 'esi', 'sig', 'ign', 'gna', 'nap', 'app', 'ppt', 'pth', 'tha', 'hat', 'atw', 'two', 'wor', 'ork', 'rks', 'ks?', 'Wher', 'here', 'erei', 'reis', 'eist', 'isth', 'sthe', 'thea', 'hean', 'eand', 'andr', 'ndro', 'droi', 'roid', 'oidd', 'idde', 'ddes', 'desi', 'esig', 'sign', 'igna', 'gnap', 'napp', 'appt', 'ppth', 'ptha', 'that', 'hatw', 'atwo', 'twor', 'work', 'orks', 'rks?']","I too was gonna post something really nice a about this app, until it crashed without an app error message and wiped 2 hours worth of saved work. Load of rubbish. Where is the android design app that works?",ROOT-VBZ-advmod-WRB-nsubj-NNP-punct-.,ROOT-FRAG-S-NP-.-NP,WRB-VBZ-DT-JJ-NN-NN-WDT-VBZ-.,,,2.4.1,gp:AOqpTOFDp2pTfVz2TXGvcYsLIWHDAoZQKJlFVMDJkNHCV_YnyEYuqesQH6nwSr1OAmnQ0Moo7K_m0reyuEj_RQ,is,1.0,"[('Where', 'WRB'), ('is', 'VBZ'), ('the', 'DT'), ('android', 'JJ'), ('design', 'NN'), ('app', 'NN'), ('that', 'WDT'), ('works', 'VBZ'), ('?', '.')]",0.0,Dl J
44,,"It is useful , but when select anything , it make the background so dark that is not necessary .",2020-03-26 13:51:56,"['It', 'ti', 'is', 'su', 'us', 'se', 'ef', 'fu', 'ul', 'l,', ',b', 'bu', 'ut', 'tw', 'wh', 'he', 'en', 'ns', 'se', 'el', 'le', 'ec', 'ct', 'ta', 'an', 'ny', 'yt', 'th', 'hi', 'in', 'ng', 'g,', ',i', 'it', 'tm', 'ma', 'ak', 'ke', 'et', 'th', 'he', 'eb', 'ba', 'ac', 'ck', 'kg', 'gr', 'ro', 'ou', 'un', 'nd', 'ds', 'so', 'od', 'da', 'ar', 'rk', 'kt', 'th', 'ha', 'at', 'ti', 'is', 'sn', 'no', 'ot', 'tn', 'ne', 'ec', 'ce', 'es', 'ss', 'sa', 'ar', 'ry', 'y.', 'Iti', 'tis', 'isu', 'sus', 'use', 'sef', 'efu', 'ful', 'ul,', 'l,b', ',bu', 'but', 'utw', 'twh', 'whe', 'hen', 'ens', 'nse', 'sel', 'ele', 'lec', 'ect', 'cta', 'tan', 'any', 'nyt', 'yth', 'thi', 'hin', 'ing', 'ng,', 'g,i', ',it', 'itm', 'tma', 'mak', 'ake', 'ket', 'eth', 'the', 'heb', 'eba', 'bac', 'ack', 'ckg', 'kgr', 'gro', 'rou', 'oun', 'und', 'nds', 'dso', 'sod', 'oda', 'dar', 'ark', 'rkt', 'kth', 'tha', 'hat', 'ati', 'tis', 'isn', 'sno', 'not', 'otn', 'tne', 'nec', 'ece', 'ces', 'ess', 'ssa', 'sar', 'ary', 'ry.', 'Itis', 'tisu', 'isus', 'suse', 'usef', 'sefu', 'eful', 'ful,', 'ul,b', 'l,bu', ',but', 'butw', 'utwh', 'twhe', 'when', 'hens', 'ense', 'nsel', 'sele', 'elec', 'lect', 'ecta', 'ctan', 'tany', 'anyt', 'nyth', 'ythi', 'thin', 'hing', 'ing,', 'ng,i', 'g,it', ',itm', 'itma', 'tmak', 'make', 'aket', 'keth', 'ethe', 'theb', 'heba', 'ebac', 'back', 'ackg', 'ckgr', 'kgro', 'grou', 'roun', 'ound', 'unds', 'ndso', 'dsod', 'soda', 'odar', 'dark', 'arkt', 'rkth', 'ktha', 'that', 'hati', 'atis', 'tisn', 'isno', 'snot', 'notn', 'otne', 'tnec', 'nece', 'eces', 'cess', 'essa', 'ssar', 'sary', 'ary.']","It is useful, but when select anything , it make the background so dark that is not necessary.","ROOT-VBZ-nsubj-PRP-acomp-JJ-punct-,-cc-CC-conj-VBP",ROOT-S-NP-VP-.-NNS,"PRP-VBZ-JJ-,-CC-WRB-JJ-NN-,-PRP-VBP-DT-NN-RB-JJ-DT-VBZ-RB-JJ-.",2020-04-25 19:43:15,Good idea! We will change it. Thank you!,2.4.1,gp:AOqpTOGnFBoL1QHCwP9xZDQyD3lc-7OT_iumWUZgw0Uo58AlNOuKsGyYSVtoH0OfkTCMEzng6FwSP_f9asYhaA,is,3.0,"[('It', 'PRP'), ('is', 'VBZ'), ('useful', 'JJ'), (',', ','), ('but', 'CC'), ('when', 'WRB'), ('select', 'JJ'), ('anything', 'NN'), (',', ','), ('it', 'PRP'), ('make', 'VBP'), ('the', 'DT'), ('background', 'NN'), ('so', 'RB'), ('dark', 'JJ'), ('that', 'DT'), ('is', 'VBZ'), ('not', 'RB'), ('necessary', 'JJ'), ('.', '.')]",0.0,Naroath Theam run
45,,This app is under rated .,2020-01-01 00:44:55,"['Th', 'hi', 'is', 'sa', 'ap', 'pp', 'pi', 'is', 'su', 'un', 'nd', 'de', 'er', 'rr', 'ra', 'at', 'te', 'ed', 'd.', 'Thi', 'his', 'isa', 'sap', 'app', 'ppi', 'pis', 'isu', 'sun', 'und', 'nde', 'der', 'err', 'rra', 'rat', 'ate', 'ted', 'ed.', 'This', 'hisa', 'isap', 'sapp', 'appi', 'ppis', 'pisu', 'isun', 'sund', 'unde', 'nder', 'derr', 'erra', 'rrat', 'rate', 'ated', 'ted.']","This app is under rated. It has good features for drawing, allows layers and doesn't have alot of invasive, unnecessary permissions. It was also easy to export my pics from the app to my device folder. I'm glad I found it.",ROOT-VBZ-nsubj-NN-acomp-VBN-punct-.,ROOT-FRAG-FRAG-FRAG-.-S,DT-NN-VBZ-IN-VBN-.,,,2.4.1,gp:AOqpTOEGzOxob9f6FKMQynmKhZm0Z9Cok3kKVUnFmoL3QpR2yF3KP_RtUMxAldvaIWOHexHtSElqMmHkHV6wrg,is,5.0,"[('This', 'DT'), ('app', 'NN'), ('is', 'VBZ'), ('under', 'IN'), ('rated', 'VBN'), ('.', '.')]",7.0,Tom Thomas
46,,"It has good features for drawing , allows layers and does n't have a lot of invasive , unnecessary permissions .",2020-01-01 00:44:55,"['It', 'th', 'ha', 'as', 'sg', 'go', 'oo', 'od', 'df', 'fe', 'ea', 'at', 'tu', 'ur', 're', 'es', 'sf', 'fo', 'or', 'rd', 'dr', 'ra', 'aw', 'wi', 'in', 'ng', 'g,', ',a', 'al', 'll', 'lo', 'ow', 'ws', 'sl', 'la', 'ay', 'ye', 'er', 'rs', 'sa', 'an', 'nd', 'dd', 'do', 'oe', 'es', 'sn', ""n'"", ""'t"", 'th', 'ha', 'av', 've', 'ea', 'al', 'lo', 'ot', 'to', 'of', 'fi', 'in', 'nv', 'va', 'as', 'si', 'iv', 've', 'e,', ',u', 'un', 'nn', 'ne', 'ec', 'ce', 'es', 'ss', 'sa', 'ar', 'ry', 'yp', 'pe', 'er', 'rm', 'mi', 'is', 'ss', 'si', 'io', 'on', 'ns', 's.', 'Ith', 'tha', 'has', 'asg', 'sgo', 'goo', 'ood', 'odf', 'dfe', 'fea', 'eat', 'atu', 'tur', 'ure', 'res', 'esf', 'sfo', 'for', 'ord', 'rdr', 'dra', 'raw', 'awi', 'win', 'ing', 'ng,', 'g,a', ',al', 'all', 'llo', 'low', 'ows', 'wsl', 'sla', 'lay', 'aye', 'yer', 'ers', 'rsa', 'san', 'and', 'ndd', 'ddo', 'doe', 'oes', 'esn', ""sn'"", ""n't"", ""'th"", 'tha', 'hav', 'ave', 'vea', 'eal', 'alo', 'lot', 'oto', 'tof', 'ofi', 'fin', 'inv', 'nva', 'vas', 'asi', 'siv', 'ive', 've,', 'e,u', ',un', 'unn', 'nne', 'nec', 'ece', 'ces', 'ess', 'ssa', 'sar', 'ary', 'ryp', 'ype', 'per', 'erm', 'rmi', 'mis', 'iss', 'ssi', 'sio', 'ion', 'ons', 'ns.', 'Itha', 'thas', 'hasg', 'asgo', 'sgoo', 'good', 'oodf', 'odfe', 'dfea', 'feat', 'eatu', 'atur', 'ture', 'ures', 'resf', 'esfo', 'sfor', 'ford', 'ordr', 'rdra', 'draw', 'rawi', 'awin', 'wing', 'ing,', 'ng,a', 'g,al', ',all', 'allo', 'llow', 'lows', 'owsl', 'wsla', 'slay', 'laye', 'ayer', 'yers', 'ersa', 'rsan', 'sand', 'andd', 'nddo', 'ddoe', 'does', 'oesn', ""esn'"", ""sn't"", ""n'th"", ""'tha"", 'thav', 'have', 'avea', 'veal', 'ealo', 'alot', 'loto', 'otof', 'tofi', 'ofin', 'finv', 'inva', 'nvas', 'vasi', 'asiv', 'sive', 'ive,', 've,u', 'e,un', ',unn', 'unne', 'nnec', 'nece', 'eces', 'cess', 'essa', 'ssar', 'sary', 'aryp', 'rype', 'yper', 'perm', 'ermi', 'rmis', 'miss', 'issi', 'ssio', 'sion', 'ions', 'ons.']","This app is under rated. It has good features for drawing, allows layers and doesn't have alot of invasive, unnecessary permissions. It was also easy to export my pics from the app to my device folder. I'm glad I found it.",ROOT-VBZ-nsubj-PRP-dobj-NNS-conj-VBZ-punct-.,ROOT-FRAG-S-FRAG-.-NP,"PRP-VBZ-JJ-NNS-IN-VBG-,-VBZ-NNS-CC-VBZ-RB-VB-DT-NN-IN-JJ-,-JJ-NNS-.",,,2.4.1,gp:AOqpTOEGzOxob9f6FKMQynmKhZm0Z9Cok3kKVUnFmoL3QpR2yF3KP_RtUMxAldvaIWOHexHtSElqMmHkHV6wrg,has,5.0,"[('It', 'PRP'), ('has', 'VBZ'), ('good', 'JJ'), ('features', 'NNS'), ('for', 'IN'), ('drawing', 'VBG'), (',', ','), ('allows', 'VBZ'), ('layers', 'NNS'), ('and', 'CC'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('invasive', 'JJ'), (',', ','), ('unnecessary', 'JJ'), ('permissions', 'NNS'), ('.', '.')]",7.0,Tom Thomas
47,,It was also easy to export my pictures from the app to my device folder .,2020-01-01 00:44:55,"['It', 'tw', 'wa', 'as', 'sa', 'al', 'ls', 'so', 'oe', 'ea', 'as', 'sy', 'yt', 'to', 'oe', 'ex', 'xp', 'po', 'or', 'rt', 'tm', 'my', 'yp', 'pi', 'ic', 'ct', 'tu', 'ur', 're', 'es', 'sf', 'fr', 'ro', 'om', 'mt', 'th', 'he', 'ea', 'ap', 'pp', 'pt', 'to', 'om', 'my', 'yd', 'de', 'ev', 'vi', 'ic', 'ce', 'ef', 'fo', 'ol', 'ld', 'de', 'er', 'r.', 'Itw', 'twa', 'was', 'asa', 'sal', 'als', 'lso', 'soe', 'oea', 'eas', 'asy', 'syt', 'yto', 'toe', 'oex', 'exp', 'xpo', 'por', 'ort', 'rtm', 'tmy', 'myp', 'ypi', 'pic', 'ict', 'ctu', 'tur', 'ure', 'res', 'esf', 'sfr', 'fro', 'rom', 'omt', 'mth', 'the', 'hea', 'eap', 'app', 'ppt', 'pto', 'tom', 'omy', 'myd', 'yde', 'dev', 'evi', 'vic', 'ice', 'cef', 'efo', 'fol', 'old', 'lde', 'der', 'er.', 'Itwa', 'twas', 'wasa', 'asal', 'sals', 'also', 'lsoe', 'soea', 'oeas', 'easy', 'asyt', 'syto', 'ytoe', 'toex', 'oexp', 'expo', 'xpor', 'port', 'ortm', 'rtmy', 'tmyp', 'mypi', 'ypic', 'pict', 'ictu', 'ctur', 'ture', 'ures', 'resf', 'esfr', 'sfro', 'from', 'romt', 'omth', 'mthe', 'thea', 'heap', 'eapp', 'appt', 'ppto', 'ptom', 'tomy', 'omyd', 'myde', 'ydev', 'devi', 'evic', 'vice', 'icef', 'cefo', 'efol', 'fold', 'olde', 'lder', 'der.']","This app is under rated. It has good features for drawing, allows layers and doesn't have alot of invasive, unnecessary permissions. It was also easy to export my pics from the app to my device folder. I'm glad I found it.",ROOT-VBD-nsubj-PRP-advmod-RB-acomp-JJ-xcomp-VB-punct-.,ROOT-S-NP-VP-.-NNS,PRP-VBD-RB-JJ-TO-VB-PRP$-NNS-IN-DT-NN-TO-PRP$-NN-NN-.,,,2.4.1,gp:AOqpTOEGzOxob9f6FKMQynmKhZm0Z9Cok3kKVUnFmoL3QpR2yF3KP_RtUMxAldvaIWOHexHtSElqMmHkHV6wrg,was,5.0,"[('It', 'PRP'), ('was', 'VBD'), ('also', 'RB'), ('easy', 'JJ'), ('to', 'TO'), ('export', 'VB'), ('my', 'PRP$'), ('pictures', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('app', 'NN'), ('to', 'TO'), ('my', 'PRP$'), ('device', 'NN'), ('folder', 'NN'), ('.', '.')]",7.0,Tom Thomas
48,,I 'm glad I found it .,2020-01-01 00:44:55,"[""I'"", ""'m"", 'mg', 'gl', 'la', 'ad', 'dI', 'If', 'fo', 'ou', 'un', 'nd', 'di', 'it', 't.', ""I'm"", ""'mg"", 'mgl', 'gla', 'lad', 'adI', 'dIf', 'Ifo', 'fou', 'oun', 'und', 'ndi', 'dit', 'it.', ""I'mg"", ""'mgl"", 'mgla', 'glad', 'ladI', 'adIf', 'dIfo', 'Ifou', 'foun', 'ound', 'undi', 'ndit', 'dit.']","This app is under rated. It has good features for drawing, allows layers and doesn't have alot of invasive, unnecessary permissions. It was also easy to export my pics from the app to my device folder. I'm glad I found it.",ROOT-JJ-nsubj-PRP-compound-NN-ccomp-VBD,ROOT-FRAG-PRN-NP-.-S,PRP-VBP-JJ-PRP-VBD-PRP-.,,,2.4.1,gp:AOqpTOEGzOxob9f6FKMQynmKhZm0Z9Cok3kKVUnFmoL3QpR2yF3KP_RtUMxAldvaIWOHexHtSElqMmHkHV6wrg,glad,5.0,"[('I', 'PRP'), (""'m"", 'VBP'), ('glad', 'JJ'), ('I', 'PRP'), ('found', 'VBD'), ('it', 'PRP'), ('.', '.')]",7.0,Tom Thomas
49,,It's keeps closing at random and losing all progress PLZ FIX THIS IT 'S REALLY ANNOYING LOSING ALL OF YOUR PROGRESS TO A DUMD BUG .,2020-05-30 18:35:40,"['It', ""t'"", ""'s"", 'sk', 'ke', 'ee', 'ep', 'ps', 'sc', 'cl', 'lo', 'os', 'si', 'in', 'ng', 'ga', 'at', 'tr', 'ra', 'an', 'nd', 'do', 'om', 'ma', 'an', 'nd', 'dl', 'lo', 'os', 'si', 'in', 'ng', 'ga', 'al', 'll', 'lp', 'pr', 'ro', 'og', 'gr', 're', 'es', 'ss', 'sP', 'PL', 'LZ', 'ZF', 'FI', 'IX', 'XT', 'TH', 'HI', 'IS', 'SI', 'IT', ""T'"", ""'S"", 'SR', 'RE', 'EA', 'AL', 'LL', 'LY', 'YA', 'AN', 'NN', 'NO', 'OY', 'YI', 'IN', 'NG', 'GL', 'LO', 'OS', 'SI', 'IN', 'NG', 'GA', 'AL', 'LL', 'LO', 'OF', 'FY', 'YO', 'OU', 'UR', 'RP', 'PR', 'RO', 'OG', 'GR', 'RE', 'ES', 'SS', 'ST', 'TO', 'OA', 'AD', 'DU', 'UM', 'MD', 'DB', 'BU', 'UG', 'G.', ""It'"", ""t's"", ""'sk"", 'ske', 'kee', 'eep', 'eps', 'psc', 'scl', 'clo', 'los', 'osi', 'sin', 'ing', 'nga', 'gat', 'atr', 'tra', 'ran', 'and', 'ndo', 'dom', 'oma', 'man', 'and', 'ndl', 'dlo', 'los', 'osi', 'sin', 'ing', 'nga', 'gal', 'all', 'llp', 'lpr', 'pro', 'rog', 'ogr', 'gre', 'res', 'ess', 'ssP', 'sPL', 'PLZ', 'LZF', 'ZFI', 'FIX', 'IXT', 'XTH', 'THI', 'HIS', 'ISI', 'SIT', ""IT'"", ""T'S"", ""'SR"", 'SRE', 'REA', 'EAL', 'ALL', 'LLY', 'LYA', 'YAN', 'ANN', 'NNO', 'NOY', 'OYI', 'YIN', 'ING', 'NGL', 'GLO', 'LOS', 'OSI', 'SIN', 'ING', 'NGA', 'GAL', 'ALL', 'LLO', 'LOF', 'OFY', 'FYO', 'YOU', 'OUR', 'URP', 'RPR', 'PRO', 'ROG', 'OGR', 'GRE', 'RES', 'ESS', 'SST', 'STO', 'TOA', 'OAD', 'ADU', 'DUM', 'UMD', 'MDB', 'DBU', 'BUG', 'UG.', ""It's"", ""t'sk"", ""'ske"", 'skee', 'keep', 'eeps', 'epsc', 'pscl', 'sclo', 'clos', 'losi', 'osin', 'sing', 'inga', 'ngat', 'gatr', 'atra', 'tran', 'rand', 'ando', 'ndom', 'doma', 'oman', 'mand', 'andl', 'ndlo', 'dlos', 'losi', 'osin', 'sing', 'inga', 'ngal', 'gall', 'allp', 'llpr', 'lpro', 'prog', 'rogr', 'ogre', 'gres', 'ress', 'essP', 'ssPL', 'sPLZ', 'PLZF', 'LZFI', 'ZFIX', 'FIXT', 'IXTH', 'XTHI', 'THIS', 'HISI', 'ISIT', ""SIT'"", ""IT'S"", ""T'SR"", ""'SRE"", 'SREA', 'REAL', 'EALL', 'ALLY', 'LLYA', 'LYAN', 'YANN', 'ANNO', 'NNOY', 'NOYI', 'OYIN', 'YING', 'INGL', 'NGLO', 'GLOS', 'LOSI', 'OSIN', 'SING', 'INGA', 'NGAL', 'GALL', 'ALLO', 'LLOF', 'LOFY', 'OFYO', 'FYOU', 'YOUR', 'OURP', 'URPR', 'RPRO', 'PROG', 'ROGR', 'OGRE', 'GRES', 'RESS', 'ESST', 'SSTO', 'STOA', 'TOAD', 'OADU', 'ADUM', 'DUMD', 'UMDB', 'MDBU', 'DBUG', 'BUG.']",Its keeps closing at random and losing all progress PLZ FIX THIS IT'S REALLY ANNOYING LOSING ALL OF YOUR PROGRESS TO A DUMD BUG.,ROOT-VBZ-nsubjpass-PRP-auxpass-VBZ-xcomp-VBG-ROOT-NNP-compound-NNP-ROOT-VBZ-compound-NN-ROOT-VBD-nsubj-JJ-dobj-DT-prep-IN-punct-.,ROOT-FRAG-S-FRAG-.-NP,PRP-VBZ-JJ-NN-IN-NN-CC-VBG-DT-NN-NNP-NNP-NNP-NNP-VBZ-NNP-NNP-NNP-NNP-IN-NNP-NNP-NNP-NNP-NNP-NNP-.,,,2.4.1,gp:AOqpTOF0aY6C5x2sYB6cRchA5noE19ExHrL9TOoJd3xdI2OXA57s4exGDvMJjMoYpUeoAoB7HhQqr2nxzQ43tQ,keeps,1.0,"[('It', 'PRP'), (""'s"", 'VBZ'), ('keeps', 'JJ'), ('closing', 'NN'), ('at', 'IN'), ('random', 'NN'), ('and', 'CC'), ('losing', 'VBG'), ('all', 'DT'), ('progress', 'NN'), ('PLZ', 'NNP'), ('FIX', 'NNP'), ('THIS', 'NNP'), ('IT', 'NNP'), (""'S"", 'VBZ'), ('REALLY', 'NNP'), ('ANNOYING', 'NNP'), ('LOSING', 'NNP'), ('ALL', 'NNP'), ('OF', 'IN'), ('YOUR', 'NNP'), ('PROGRESS', 'NNP'), ('TO', 'NNP'), ('A', 'NNP'), ('DUMD', 'NNP'), ('BUG', 'NNP'), ('.', '.')]",0.0,Zap Vs Gaming
50,,"Small , compact , smart and usefull ... if you know what you 're doing 😈",2020-05-10 18:53:42,"['Sm', 'ma', 'al', 'll', 'l,', ',c', 'co', 'om', 'mp', 'pa', 'ac', 'ct', 't,', ',s', 'sm', 'ma', 'ar', 'rt', 'ta', 'an', 'nd', 'du', 'us', 'se', 'ef', 'fu', 'ul', 'll', 'l.', '..', '..', '.i', 'if', 'fy', 'yo', 'ou', 'uk', 'kn', 'no', 'ow', 'ww', 'wh', 'ha', 'at', 'ty', 'yo', 'ou', ""u'"", ""'r"", 're', 'ed', 'do', 'oi', 'in', 'ng', 'g😈', 'Sma', 'mal', 'all', 'll,', 'l,c', ',co', 'com', 'omp', 'mpa', 'pac', 'act', 'ct,', 't,s', ',sm', 'sma', 'mar', 'art', 'rta', 'tan', 'and', 'ndu', 'dus', 'use', 'sef', 'efu', 'ful', 'ull', 'll.', 'l..', '...', '..i', '.if', 'ify', 'fyo', 'you', 'ouk', 'ukn', 'kno', 'now', 'oww', 'wwh', 'wha', 'hat', 'aty', 'tyo', 'you', ""ou'"", ""u'r"", ""'re"", 'red', 'edo', 'doi', 'oin', 'ing', 'ng😈', 'Smal', 'mall', 'all,', 'll,c', 'l,co', ',com', 'comp', 'ompa', 'mpac', 'pact', 'act,', 'ct,s', 't,sm', ',sma', 'smar', 'mart', 'arta', 'rtan', 'tand', 'andu', 'ndus', 'duse', 'usef', 'sefu', 'eful', 'full', 'ull.', 'll..', 'l...', '...i', '..if', '.ify', 'ifyo', 'fyou', 'youk', 'oukn', 'ukno', 'know', 'noww', 'owwh', 'wwha', 'what', 'haty', 'atyo', 'tyou', ""you'"", ""ou'r"", ""u're"", ""'red"", 'redo', 'edoi', 'doin', 'oing', 'ing😈']","Small, compact, smart & usefull... if you know what you're doing 😈","ROOT-JJ-punct-,-punct-:-ROOT-VBP-mark-IN-nsubj-PRP-ccomp-VBG",ROOT-S-NP-VP-NFP-NP,"NNP-,-JJ-,-JJ-CC-JJ-:-IN-PRP-VBP-WP-PRP-VBP-VBG-NN",,,2.4.1,gp:AOqpTOEKpUSOzKUoJfOTqb4XVr0y84zcXUMZ9Vdff6v2G3XPteR6_SKMPfDm8g9QSwhXCNIXcJe6H-78Omc7ww,Small,5.0,"[('Small', 'NNP'), (',', ','), ('compact', 'JJ'), (',', ','), ('smart', 'JJ'), ('and', 'CC'), ('usefull', 'JJ'), ('...', ':'), ('if', 'IN'), ('you', 'PRP'), ('know', 'VBP'), ('what', 'WP'), ('you', 'PRP'), (""'re"", 'VBP'), ('doing', 'VBG'), ('😈', 'NN')]",2.0,Rob Ot
51,,Great way to edit in a way of photoshop !,2019-12-10 22:40:40,"['Gr', 're', 'ea', 'at', 'tw', 'wa', 'ay', 'yt', 'to', 'oe', 'ed', 'di', 'it', 'ti', 'in', 'na', 'aw', 'wa', 'ay', 'yo', 'of', 'fp', 'ph', 'ho', 'ot', 'to', 'os', 'sh', 'ho', 'op', 'p!', 'Gre', 'rea', 'eat', 'atw', 'twa', 'way', 'ayt', 'yto', 'toe', 'oed', 'edi', 'dit', 'iti', 'tin', 'ina', 'naw', 'awa', 'way', 'ayo', 'yof', 'ofp', 'fph', 'pho', 'hot', 'oto', 'tos', 'osh', 'sho', 'hop', 'op!', 'Grea', 'reat', 'eatw', 'atwa', 'tway', 'wayt', 'ayto', 'ytoe', 'toed', 'oedi', 'edit', 'diti', 'itin', 'tina', 'inaw', 'nawa', 'away', 'wayo', 'ayof', 'yofp', 'ofph', 'fpho', 'phot', 'hoto', 'otos', 'tosh', 'osho', 'shop', 'hop!']",Great way to edit in a way of photoshop! I like the wide verity and nice features easy to use and fun to use too! I suggest this app if your into editing and drawing!! =D,ROOT-NN-amod-JJ-relcl-VB-punct-.,ROOT-S-NP-VP-.-NNS,JJ-NN-TO-VB-IN-DT-NN-IN-NN-.,,,,gp:AOqpTOGYWmuMyFLh5t13cK5larbtOYrnURYOj93d0qQcZWEElmFfRuLTlSoCAKBwpx5Od1usWo_WdshrQc_nEg,way,5.0,"[('Great', 'JJ'), ('way', 'NN'), ('to', 'TO'), ('edit', 'VB'), ('in', 'IN'), ('a', 'DT'), ('way', 'NN'), ('of', 'IN'), ('photoshop', 'NN'), ('!', '.')]",5.0,AppleOcto
52,,I like the wide verity and nice features easy to use and fun to use too !,2019-12-10 22:40:40,"['Il', 'li', 'ik', 'ke', 'et', 'th', 'he', 'ew', 'wi', 'id', 'de', 'ev', 've', 'er', 'ri', 'it', 'ty', 'ya', 'an', 'nd', 'dn', 'ni', 'ic', 'ce', 'ef', 'fe', 'ea', 'at', 'tu', 'ur', 're', 'es', 'se', 'ea', 'as', 'sy', 'yt', 'to', 'ou', 'us', 'se', 'ea', 'an', 'nd', 'df', 'fu', 'un', 'nt', 'to', 'ou', 'us', 'se', 'et', 'to', 'oo', 'o!', 'Ili', 'lik', 'ike', 'ket', 'eth', 'the', 'hew', 'ewi', 'wid', 'ide', 'dev', 'eve', 'ver', 'eri', 'rit', 'ity', 'tya', 'yan', 'and', 'ndn', 'dni', 'nic', 'ice', 'cef', 'efe', 'fea', 'eat', 'atu', 'tur', 'ure', 'res', 'ese', 'sea', 'eas', 'asy', 'syt', 'yto', 'tou', 'ous', 'use', 'sea', 'ean', 'and', 'ndf', 'dfu', 'fun', 'unt', 'nto', 'tou', 'ous', 'use', 'set', 'eto', 'too', 'oo!', 'Ilik', 'like', 'iket', 'keth', 'ethe', 'thew', 'hewi', 'ewid', 'wide', 'idev', 'deve', 'ever', 'veri', 'erit', 'rity', 'itya', 'tyan', 'yand', 'andn', 'ndni', 'dnic', 'nice', 'icef', 'cefe', 'efea', 'feat', 'eatu', 'atur', 'ture', 'ures', 'rese', 'esea', 'seas', 'easy', 'asyt', 'syto', 'ytou', 'tous', 'ouse', 'usea', 'sean', 'eand', 'andf', 'ndfu', 'dfun', 'funt', 'unto', 'ntou', 'tous', 'ouse', 'uset', 'seto', 'etoo', 'too!']",Great way to edit in a way of photoshop! I like the wide verity and nice features easy to use and fun to use too! I suggest this app if your into editing and drawing!! =D,ROOT-VBP-nsubj-PRP-dobj-NN-punct-.,ROOT-S-NP-VP-.-NNS,PRP-VBP-DT-JJ-NN-CC-JJ-NNS-VBP-TO-VB-CC-VB-TO-VB-RB-.,,,,gp:AOqpTOGYWmuMyFLh5t13cK5larbtOYrnURYOj93d0qQcZWEElmFfRuLTlSoCAKBwpx5Od1usWo_WdshrQc_nEg,like,5.0,"[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('wide', 'JJ'), ('verity', 'NN'), ('and', 'CC'), ('nice', 'JJ'), ('features', 'NNS'), ('easy', 'VBP'), ('to', 'TO'), ('use', 'VB'), ('and', 'CC'), ('fun', 'VB'), ('to', 'TO'), ('use', 'VB'), ('too', 'RB'), ('!', '.')]",5.0,AppleOcto
