Feature 1,Feature 2,Label
share feature,select transparent on colors,different
feedback menu entry overflow menu,select transparent on colors,different
spray tool,select transparent on colors,different
insert image catrobat media gallery,select transparent on colors,different
auto crop icon,select transparent on colors,different
hint change default settings tools,select transparent on colors,different
checkmark confirm tool applications,select transparent on colors,different
copy paste symbols stamp tool selection application,select transparent on colors,different
save dialog,select transparent on colors,different
better compression research implementation,select transparent on colors,different
export,select transparent on colors,different
confirm tool application selecting tool,select transparent on colors,different
center button transform tool,select transparent on colors,different
fastlane support huawei store,select transparent on colors,different
github crowdin integration,select transparent on colors,different
build paintroid pull requests catroid develop jenkins,select transparent on colors,different
reuse drawingsurface pipette activity,select transparent on colors,different
image file size editing,select transparent on colors,different
upload mapping jenkins release builds,select transparent on colors,different
correct user intended position tools,select transparent on colors,different
close transform tool options clicking apply,selection tool,different
save temporary copies automatically,selection tool,different
paste tool,selection tool,different
save load pocketpaint format,selection tool,different
save load pocketpaint format,selection tool,different
hide unhide layer,selection tool,different
share feature,selection tool,different
feedback menu entry overflow menu,selection tool,different
spray tool,selection tool,different
insert image catrobat media gallery,selection tool,different
auto crop icon,selection tool,different
hint change default settings tools,selection tool,different
checkmark confirm tool applications,selection tool,different
save dialog,selection tool,different
better compression research implementation,selection tool,different
export,selection tool,different
center button transform tool,selection tool,different
fastlane support huawei store,selection tool,different
github crowdin integration,selection tool,different
build paintroid pull requests catroid develop jenkins,selection tool,different
reuse drawingsurface pipette activity,selection tool,different
image file size editing,selection tool,different
upload mapping jenkins release builds,selection tool,different
correct user intended position tools,selection tool,different
dynamic color scheme,selection tool,different
close transform tool options clicking apply,serious lags,different
save temporary copies automatically,serious lags,different
paste tool,serious lags,different
save load pocketpaint format,serious lags,different
save load pocketpaint format,serious lags,different
hide unhide layer,serious lags,different
share feature,serious lags,different
feedback menu entry overflow menu,serious lags,different
spray tool,serious lags,different
insert image catrobat media gallery,serious lags,different
auto crop icon,serious lags,different
hint change default settings tools,serious lags,different
checkmark confirm tool applications,serious lags,different
copy paste symbols stamp tool selection application,serious lags,different
save dialog,serious lags,different
better compression research implementation,serious lags,different
export,serious lags,different
confirm tool application selecting tool,serious lags,different
center button transform tool,serious lags,different
fastlane support huawei store,serious lags,different
github crowdin integration,serious lags,different
build paintroid pull requests catroid develop jenkins,serious lags,different
reuse drawingsurface pipette activity,serious lags,different
image file size editing,serious lags,different
upload mapping jenkins release builds,serious lags,different
correct user intended position tools,serious lags,different
dynamic color scheme,serious lags,different
close transform tool options clicking apply,settings option,different
save temporary copies automatically,settings option,different
paste tool,settings option,different
save load pocketpaint format,settings option,different
save load pocketpaint format,settings option,different
hide unhide layer,settings option,different
share feature,settings option,different
feedback menu entry overflow menu,settings option,different
spray tool,settings option,different
insert image catrobat media gallery,settings option,different
auto crop icon,settings option,different
checkmark confirm tool applications,settings option,different
copy paste symbols stamp tool selection application,settings option,different
save dialog,settings option,different
better compression research implementation,settings option,different
export,settings option,different
confirm tool application selecting tool,settings option,different
center button transform tool,settings option,different
fastlane support huawei store,settings option,different
github crowdin integration,settings option,different
build paintroid pull requests catroid develop jenkins,settings option,different
reuse drawingsurface pipette activity,settings option,different
image file size editing,settings option,different
upload mapping jenkins release builds,settings option,different
correct user intended position tools,settings option,different
dynamic color scheme,settings option,different
close transform tool options clicking apply,shrink an image,different
save temporary copies automatically,shrink an image,different
paste tool,shrink an image,different
save load pocketpaint format,shrink an image,different
save load pocketpaint format,shrink an image,different
hide unhide layer,shrink an image,different
share feature,shrink an image,different
feedback menu entry overflow menu,shrink an image,different
spray tool,shrink an image,different
insert image catrobat media gallery,shrink an image,different
auto crop icon,shrink an image,different
hint change default settings tools,shrink an image,different
checkmark confirm tool applications,shrink an image,different
copy paste symbols stamp tool selection application,shrink an image,different
save dialog,shrink an image,different
better compression research implementation,shrink an image,different
export,shrink an image,different
confirm tool application selecting tool,shrink an image,different
center button transform tool,shrink an image,different
fastlane support huawei store,shrink an image,different
github crowdin integration,shrink an image,different
build paintroid pull requests catroid develop jenkins,shrink an image,different
reuse drawingsurface pipette activity,shrink an image,different
image file size editing,shrink an image,different
upload mapping jenkins release builds,shrink an image,different
correct user intended position tools,shrink an image,different
dynamic color scheme,shrink an image,different
close transform tool options clicking apply,shrinks image size,different
save temporary copies automatically,shrinks image size,different
paste tool,shrinks image size,different
save load pocketpaint format,shrinks image size,different
save load pocketpaint format,shrinks image size,different
hide unhide layer,shrinks image size,different
share feature,shrinks image size,different
feedback menu entry overflow menu,shrinks image size,different
spray tool,shrinks image size,different
insert image catrobat media gallery,shrinks image size,different
auto crop icon,shrinks image size,different
hint change default settings tools,shrinks image size,different
checkmark confirm tool applications,shrinks image size,different
copy paste symbols stamp tool selection application,shrinks image size,different
save dialog,shrinks image size,different
better compression research implementation,shrinks image size,different
export,shrinks image size,different
confirm tool application selecting tool,shrinks image size,different
center button transform tool,shrinks image size,different
fastlane support huawei store,shrinks image size,different
github crowdin integration,shrinks image size,different
build paintroid pull requests catroid develop jenkins,shrinks image size,different
reuse drawingsurface pipette activity,shrinks image size,different
upload mapping jenkins release builds,shrinks image size,different
correct user intended position tools,shrinks image size,different
dynamic color scheme,shrinks image size,different
close transform tool options clicking apply,simple area selection,different
save temporary copies automatically,simple area selection,different
paste tool,simple area selection,different
save load pocketpaint format,simple area selection,different
save load pocketpaint format,simple area selection,different
hide unhide layer,simple area selection,different
share feature,simple area selection,different
feedback menu entry overflow menu,simple area selection,different
spray tool,simple area selection,different
insert image catrobat media gallery,simple area selection,different
auto crop icon,simple area selection,different
hint change default settings tools,simple area selection,different
checkmark confirm tool applications,simple area selection,different
copy paste symbols stamp tool selection application,simple area selection,different
save dialog,simple area selection,different
better compression research implementation,simple area selection,different
export,simple area selection,different
center button transform tool,simple area selection,different
fastlane support huawei store,simple area selection,different
github crowdin integration,simple area selection,different
build paintroid pull requests catroid develop jenkins,simple area selection,different
reuse drawingsurface pipette activity,simple area selection,different
image file size editing,simple area selection,different
upload mapping jenkins release builds,simple area selection,different
correct user intended position tools,simple area selection,different
dynamic color scheme,simple area selection,different
close transform tool options clicking apply,simple draw offer,different
save temporary copies automatically,simple draw offer,different
paste tool,simple draw offer,different
save load pocketpaint format,simple draw offer,different
save load pocketpaint format,simple draw offer,different
hide unhide layer,simple draw offer,different
share feature,simple draw offer,different
feedback menu entry overflow menu,simple draw offer,different
spray tool,simple draw offer,different
insert image catrobat media gallery,simple draw offer,different
auto crop icon,simple draw offer,different
hint change default settings tools,simple draw offer,different
checkmark confirm tool applications,simple draw offer,different
copy paste symbols stamp tool selection application,simple draw offer,different
save dialog,simple draw offer,different
better compression research implementation,simple draw offer,different
export,simple draw offer,different
confirm tool application selecting tool,simple draw offer,different
center button transform tool,simple draw offer,different
fastlane support huawei store,simple draw offer,different
github crowdin integration,simple draw offer,different
build paintroid pull requests catroid develop jenkins,simple draw offer,different
reuse drawingsurface pipette activity,simple draw offer,different
image file size editing,simple draw offer,different
upload mapping jenkins release builds,simple draw offer,different
correct user intended position tools,simple draw offer,different
dynamic color scheme,simple draw offer,different
close transform tool options clicking apply,small basic animation,different
save temporary copies automatically,small basic animation,different
paste tool,small basic animation,different
save load pocketpaint format,small basic animation,different
save load pocketpaint format,small basic animation,different
hide unhide layer,small basic animation,different
share feature,small basic animation,different
feedback menu entry overflow menu,small basic animation,different
spray tool,small basic animation,different
insert image catrobat media gallery,small basic animation,different
auto crop icon,small basic animation,different
hint change default settings tools,small basic animation,different
checkmark confirm tool applications,small basic animation,different
copy paste symbols stamp tool selection application,small basic animation,different
save dialog,small basic animation,different
better compression research implementation,small basic animation,different
export,small basic animation,different
confirm tool application selecting tool,small basic animation,different
center button transform tool,small basic animation,different
fastlane support huawei store,small basic animation,different
github crowdin integration,small basic animation,different
build paintroid pull requests catroid develop jenkins,small basic animation,different
reuse drawingsurface pipette activity,small basic animation,different
image file size editing,small basic animation,different
upload mapping jenkins release builds,small basic animation,different
correct user intended position tools,small basic animation,different
dynamic color scheme,small basic animation,different
close transform tool options clicking apply,soulless ads,different
save temporary copies automatically,soulless ads,different
paste tool,soulless ads,different
save load pocketpaint format,soulless ads,different
save load pocketpaint format,soulless ads,different
hide unhide layer,soulless ads,different
share feature,soulless ads,different
feedback menu entry overflow menu,soulless ads,different
spray tool,soulless ads,different
insert image catrobat media gallery,soulless ads,different
auto crop icon,soulless ads,different
hint change default settings tools,soulless ads,different
checkmark confirm tool applications,soulless ads,different
copy paste symbols stamp tool selection application,soulless ads,different
save dialog,soulless ads,different
better compression research implementation,soulless ads,different
export,soulless ads,different
confirm tool application selecting tool,soulless ads,different
center button transform tool,soulless ads,different
fastlane support huawei store,soulless ads,different
github crowdin integration,soulless ads,different
build paintroid pull requests catroid develop jenkins,soulless ads,different
reuse drawingsurface pipette activity,soulless ads,different
image file size editing,soulless ads,different
upload mapping jenkins release builds,soulless ads,different
correct user intended position tools,soulless ads,different
dynamic color scheme,soulless ads,different
close transform tool options clicking apply,specify canvas size,different
save temporary copies automatically,specify canvas size,different
paste tool,specify canvas size,different
save load pocketpaint format,specify canvas size,different
save load pocketpaint format,specify canvas size,different
hide unhide layer,specify canvas size,different
share feature,specify canvas size,different
feedback menu entry overflow menu,specify canvas size,different
spray tool,specify canvas size,different
insert image catrobat media gallery,specify canvas size,different
auto crop icon,specify canvas size,different
hint change default settings tools,specify canvas size,different
checkmark confirm tool applications,specify canvas size,different
copy paste symbols stamp tool selection application,specify canvas size,different
save dialog,specify canvas size,different
better compression research implementation,specify canvas size,different
export,specify canvas size,different
confirm tool application selecting tool,specify canvas size,different
center button transform tool,specify canvas size,different
fastlane support huawei store,specify canvas size,different
github crowdin integration,specify canvas size,different
build paintroid pull requests catroid develop jenkins,specify canvas size,different
reuse drawingsurface pipette activity,specify canvas size,different
image file size editing,specify canvas size,different
upload mapping jenkins release builds,specify canvas size,different
correct user intended position tools,specify canvas size,different
dynamic color scheme,specify canvas size,different
close transform tool options clicking apply,spray tool,different
save temporary copies automatically,spray tool,different
paste tool,spray tool,different
save load pocketpaint format,spray tool,different
save load pocketpaint format,spray tool,different
hide unhide layer,spray tool,different
share feature,spray tool,different
feedback menu entry overflow menu,spray tool,different
insert image catrobat media gallery,spray tool,different
auto crop icon,spray tool,different
hint change default settings tools,spray tool,different
checkmark confirm tool applications,spray tool,different
copy paste symbols stamp tool selection application,spray tool,different
save dialog,spray tool,different
better compression research implementation,spray tool,different
export,spray tool,different
confirm tool application selecting tool,spray tool,different
center button transform tool,spray tool,different
fastlane support huawei store,spray tool,different
github crowdin integration,spray tool,different
build paintroid pull requests catroid develop jenkins,spray tool,different
reuse drawingsurface pipette activity,spray tool,different
image file size editing,spray tool,different
upload mapping jenkins release builds,spray tool,different
correct user intended position tools,spray tool,different
dynamic color scheme,spray tool,different
close transform tool options clicking apply,stop camera,different
save temporary copies automatically,stop camera,different
paste tool,stop camera,different
save load pocketpaint format,stop camera,different
save load pocketpaint format,stop camera,different
hide unhide layer,stop camera,different
share feature,stop camera,different
feedback menu entry overflow menu,stop camera,different
spray tool,stop camera,different
insert image catrobat media gallery,stop camera,different
auto crop icon,stop camera,different
hint change default settings tools,stop camera,different
checkmark confirm tool applications,stop camera,different
copy paste symbols stamp tool selection application,stop camera,different
save dialog,stop camera,different
better compression research implementation,stop camera,different
export,stop camera,different
confirm tool application selecting tool,stop camera,different
center button transform tool,stop camera,different
fastlane support huawei store,stop camera,different
github crowdin integration,stop camera,different
build paintroid pull requests catroid develop jenkins,stop camera,different
reuse drawingsurface pipette activity,stop camera,different
image file size editing,stop camera,different
upload mapping jenkins release builds,stop camera,different
correct user intended position tools,stop camera,different
dynamic color scheme,stop camera,different
close transform tool options clicking apply,straight line,different
save temporary copies automatically,straight line,different
paste tool,straight line,different
save load pocketpaint format,straight line,different
save load pocketpaint format,straight line,different
hide unhide layer,straight line,different
share feature,straight line,different
feedback menu entry overflow menu,straight line,different
spray tool,straight line,different
insert image catrobat media gallery,straight line,different
auto crop icon,straight line,different
hint change default settings tools,straight line,different
checkmark confirm tool applications,straight line,different
copy paste symbols stamp tool selection application,straight line,different
save dialog,straight line,different
better compression research implementation,straight line,different
export,straight line,different
confirm tool application selecting tool,straight line,different
center button transform tool,straight line,different
fastlane support huawei store,straight line,different
github crowdin integration,straight line,different
build paintroid pull requests catroid develop jenkins,straight line,different
reuse drawingsurface pipette activity,straight line,different
image file size editing,straight line,different
upload mapping jenkins release builds,straight line,different
correct user intended position tools,straight line,different
dynamic color scheme,straight line,different
close transform tool options clicking apply,take small space,different
save temporary copies automatically,take small space,different
paste tool,take small space,different
save load pocketpaint format,take small space,different
save load pocketpaint format,take small space,different
hide unhide layer,take small space,different
share feature,take small space,different
feedback menu entry overflow menu,take small space,different
spray tool,take small space,different
insert image catrobat media gallery,take small space,different
auto crop icon,take small space,different
hint change default settings tools,take small space,different
checkmark confirm tool applications,take small space,different
copy paste symbols stamp tool selection application,take small space,different
save dialog,take small space,different
better compression research implementation,take small space,different
export,take small space,different
confirm tool application selecting tool,take small space,different
center button transform tool,take small space,different
fastlane support huawei store,take small space,different
github crowdin integration,take small space,different
build paintroid pull requests catroid develop jenkins,take small space,different
reuse drawingsurface pipette activity,take small space,different
image file size editing,take small space,different
upload mapping jenkins release builds,take small space,different
correct user intended position tools,take small space,different
dynamic color scheme,take small space,different
close transform tool options clicking apply,takes little time,different
save temporary copies automatically,takes little time,different
paste tool,takes little time,different
save load pocketpaint format,takes little time,different
save load pocketpaint format,takes little time,different
hide unhide layer,takes little time,different
share feature,takes little time,different
feedback menu entry overflow menu,takes little time,different
spray tool,takes little time,different
insert image catrobat media gallery,takes little time,different
auto crop icon,takes little time,different
hint change default settings tools,takes little time,different
checkmark confirm tool applications,takes little time,different
copy paste symbols stamp tool selection application,takes little time,different
save dialog,takes little time,different
better compression research implementation,takes little time,different
export,takes little time,different
confirm tool application selecting tool,takes little time,different
center button transform tool,takes little time,different
fastlane support huawei store,takes little time,different
github crowdin integration,takes little time,different
build paintroid pull requests catroid develop jenkins,takes little time,different
reuse drawingsurface pipette activity,takes little time,different
image file size editing,takes little time,different
upload mapping jenkins release builds,takes little time,different
correct user intended position tools,takes little time,different
dynamic color scheme,takes little time,different
close transform tool options clicking apply,tell resolution,different
save temporary copies automatically,tell resolution,different
paste tool,tell resolution,different
save load pocketpaint format,tell resolution,different
save load pocketpaint format,tell resolution,different
hide unhide layer,tell resolution,different
share feature,tell resolution,different
feedback menu entry overflow menu,tell resolution,different
spray tool,tell resolution,different
insert image catrobat media gallery,tell resolution,different
auto crop icon,tell resolution,different
hint change default settings tools,tell resolution,different
checkmark confirm tool applications,tell resolution,different
copy paste symbols stamp tool selection application,tell resolution,different
save dialog,tell resolution,different
better compression research implementation,tell resolution,different
export,tell resolution,different
confirm tool application selecting tool,tell resolution,different
center button transform tool,tell resolution,different
fastlane support huawei store,tell resolution,different
github crowdin integration,tell resolution,different
build paintroid pull requests catroid develop jenkins,tell resolution,different
reuse drawingsurface pipette activity,tell resolution,different
image file size editing,tell resolution,different
upload mapping jenkins release builds,tell resolution,different
correct user intended position tools,tell resolution,different
dynamic color scheme,tell resolution,different
close transform tool options clicking apply,text input option,different
save temporary copies automatically,text input option,different
paste tool,text input option,different
save load pocketpaint format,text input option,different
save load pocketpaint format,text input option,different
hide unhide layer,text input option,different
share feature,text input option,different
feedback menu entry overflow menu,text input option,different
spray tool,text input option,different
insert image catrobat media gallery,text input option,different
auto crop icon,text input option,different
hint change default settings tools,text input option,different
checkmark confirm tool applications,text input option,different
copy paste symbols stamp tool selection application,text input option,different
save dialog,text input option,different
better compression research implementation,text input option,different
export,text input option,different
confirm tool application selecting tool,text input option,different
center button transform tool,text input option,different
fastlane support huawei store,text input option,different
github crowdin integration,text input option,different
build paintroid pull requests catroid develop jenkins,text input option,different
reuse drawingsurface pipette activity,text input option,different
image file size editing,text input option,different
upload mapping jenkins release builds,text input option,different
correct user intended position tools,text input option,different
dynamic color scheme,text input option,different
close transform tool options clicking apply,text insert,different
save temporary copies automatically,text insert,different
paste tool,text insert,different
save load pocketpaint format,text insert,different
save load pocketpaint format,text insert,different
hide unhide layer,text insert,different
share feature,text insert,different
feedback menu entry overflow menu,text insert,different
spray tool,text insert,different
insert image catrobat media gallery,text insert,different
auto crop icon,text insert,different
hint change default settings tools,text insert,different
checkmark confirm tool applications,text insert,different
copy paste symbols stamp tool selection application,text insert,different
save dialog,text insert,different
better compression research implementation,text insert,different
export,text insert,different
confirm tool application selecting tool,text insert,different
center button transform tool,text insert,different
fastlane support huawei store,text insert,different
github crowdin integration,text insert,different
build paintroid pull requests catroid develop jenkins,text insert,different
reuse drawingsurface pipette activity,text insert,different
image file size editing,text insert,different
upload mapping jenkins release builds,text insert,different
correct user intended position tools,text insert,different
dynamic color scheme,text insert,different
close transform tool options clicking apply,text outline,different
save temporary copies automatically,text outline,different
paste tool,text outline,different
save load pocketpaint format,text outline,different
save load pocketpaint format,text outline,different
hide unhide layer,text outline,different
share feature,text outline,different
feedback menu entry overflow menu,text outline,different
spray tool,text outline,different
insert image catrobat media gallery,text outline,different
auto crop icon,text outline,different
hint change default settings tools,text outline,different
checkmark confirm tool applications,text outline,different
copy paste symbols stamp tool selection application,text outline,different
save dialog,text outline,different
better compression research implementation,text outline,different
export,text outline,different
confirm tool application selecting tool,text outline,different
center button transform tool,text outline,different
fastlane support huawei store,text outline,different
github crowdin integration,text outline,different
build paintroid pull requests catroid develop jenkins,text outline,different
reuse drawingsurface pipette activity,text outline,different
image file size editing,text outline,different
upload mapping jenkins release builds,text outline,different
correct user intended position tools,text outline,different
dynamic color scheme,text outline,different
close transform tool options clicking apply,text to pictures,different
save temporary copies automatically,text to pictures,different
paste tool,text to pictures,different
save load pocketpaint format,text to pictures,different
save load pocketpaint format,text to pictures,different
hide unhide layer,text to pictures,different
share feature,text to pictures,different
feedback menu entry overflow menu,text to pictures,different
spray tool,text to pictures,different
insert image catrobat media gallery,text to pictures,different
auto crop icon,text to pictures,different
hint change default settings tools,text to pictures,different
checkmark confirm tool applications,text to pictures,different
copy paste symbols stamp tool selection application,text to pictures,different
save dialog,text to pictures,different
better compression research implementation,text to pictures,different
export,text to pictures,different
confirm tool application selecting tool,text to pictures,different
center button transform tool,text to pictures,different
fastlane support huawei store,text to pictures,different
github crowdin integration,text to pictures,different
build paintroid pull requests catroid develop jenkins,text to pictures,different
reuse drawingsurface pipette activity,text to pictures,different
image file size editing,text to pictures,different
upload mapping jenkins release builds,text to pictures,different
correct user intended position tools,text to pictures,different
dynamic color scheme,text to pictures,different
close transform tool options clicking apply,think concept,different
save temporary copies automatically,think concept,different
paste tool,think concept,different
save load pocketpaint format,think concept,different
save load pocketpaint format,think concept,different
hide unhide layer,think concept,different
share feature,think concept,different
feedback menu entry overflow menu,think concept,different
spray tool,think concept,different
insert image catrobat media gallery,think concept,different
auto crop icon,think concept,different
hint change default settings tools,think concept,different
checkmark confirm tool applications,think concept,different
copy paste symbols stamp tool selection application,think concept,different
save dialog,think concept,different
better compression research implementation,think concept,different
export,think concept,different
confirm tool application selecting tool,think concept,different
center button transform tool,think concept,different
fastlane support huawei store,think concept,different
github crowdin integration,think concept,different
build paintroid pull requests catroid develop jenkins,think concept,different
reuse drawingsurface pipette activity,think concept,different
image file size editing,think concept,different
upload mapping jenkins release builds,think concept,different
correct user intended position tools,think concept,different
dynamic color scheme,think concept,different
close transform tool options clicking apply,toggle move option,different
save temporary copies automatically,toggle move option,different
paste tool,toggle move option,different
save load pocketpaint format,toggle move option,different
save load pocketpaint format,toggle move option,different
hide unhide layer,toggle move option,different
share feature,toggle move option,different
feedback menu entry overflow menu,toggle move option,different
spray tool,toggle move option,different
insert image catrobat media gallery,toggle move option,different
auto crop icon,toggle move option,different
hint change default settings tools,toggle move option,different
checkmark confirm tool applications,toggle move option,different
copy paste symbols stamp tool selection application,toggle move option,different
save dialog,toggle move option,different
better compression research implementation,toggle move option,different
export,toggle move option,different
confirm tool application selecting tool,toggle move option,different
center button transform tool,toggle move option,different
fastlane support huawei store,toggle move option,different
github crowdin integration,toggle move option,different
build paintroid pull requests catroid develop jenkins,toggle move option,different
reuse drawingsurface pipette activity,toggle move option,different
image file size editing,toggle move option,different
upload mapping jenkins release builds,toggle move option,different
correct user intended position tools,toggle move option,different
dynamic color scheme,toggle move option,different
close transform tool options clicking apply,tools abhorrent,different
save temporary copies automatically,tools abhorrent,different
paste tool,tools abhorrent,different
save load pocketpaint format,tools abhorrent,different
save load pocketpaint format,tools abhorrent,different
hide unhide layer,tools abhorrent,different
share feature,tools abhorrent,different
feedback menu entry overflow menu,tools abhorrent,different
spray tool,tools abhorrent,different
insert image catrobat media gallery,tools abhorrent,different
auto crop icon,tools abhorrent,different
hint change default settings tools,tools abhorrent,different
checkmark confirm tool applications,tools abhorrent,different
copy paste symbols stamp tool selection application,tools abhorrent,different
save dialog,tools abhorrent,different
better compression research implementation,tools abhorrent,different
export,tools abhorrent,different
confirm tool application selecting tool,tools abhorrent,different
center button transform tool,tools abhorrent,different
fastlane support huawei store,tools abhorrent,different
github crowdin integration,tools abhorrent,different
build paintroid pull requests catroid develop jenkins,tools abhorrent,different
reuse drawingsurface pipette activity,tools abhorrent,different
image file size editing,tools abhorrent,different
upload mapping jenkins release builds,tools abhorrent,different
correct user intended position tools,tools abhorrent,different
dynamic color scheme,tools abhorrent,different
close transform tool options clicking apply,transparent color,different
save temporary copies automatically,transparent color,different
paste tool,transparent color,different
save load pocketpaint format,transparent color,different
save load pocketpaint format,transparent color,different
hide unhide layer,transparent color,different
share feature,transparent color,different
feedback menu entry overflow menu,transparent color,different
spray tool,transparent color,different
insert image catrobat media gallery,transparent color,different
auto crop icon,transparent color,different
hint change default settings tools,transparent color,different
checkmark confirm tool applications,transparent color,different
copy paste symbols stamp tool selection application,transparent color,different
save dialog,transparent color,different
better compression research implementation,transparent color,different
export,transparent color,different
confirm tool application selecting tool,transparent color,different
center button transform tool,transparent color,different
fastlane support huawei store,transparent color,different
github crowdin integration,transparent color,different
build paintroid pull requests catroid develop jenkins,transparent color,different
reuse drawingsurface pipette activity,transparent color,different
image file size editing,transparent color,different
upload mapping jenkins release builds,transparent color,different
correct user intended position tools,transparent color,different
close transform tool options clicking apply,type text,different
save temporary copies automatically,type text,different
paste tool,type text,different
save load pocketpaint format,type text,different
save load pocketpaint format,type text,different
hide unhide layer,type text,different
share feature,type text,different
feedback menu entry overflow menu,type text,different
spray tool,type text,different
insert image catrobat media gallery,type text,different
auto crop icon,type text,different
hint change default settings tools,type text,different
checkmark confirm tool applications,type text,different
copy paste symbols stamp tool selection application,type text,different
save dialog,type text,different
better compression research implementation,type text,different
export,type text,different
confirm tool application selecting tool,type text,different
center button transform tool,type text,different
fastlane support huawei store,type text,different
github crowdin integration,type text,different
build paintroid pull requests catroid develop jenkins,type text,different
reuse drawingsurface pipette activity,type text,different
image file size editing,type text,different
upload mapping jenkins release builds,type text,different
correct user intended position tools,type text,different
dynamic color scheme,type text,different
close transform tool options clicking apply,ui design,different
save temporary copies automatically,ui design,different
paste tool,ui design,different
save load pocketpaint format,ui design,different
save load pocketpaint format,ui design,different
hide unhide layer,ui design,different
share feature,ui design,different
feedback menu entry overflow menu,ui design,different
spray tool,ui design,different
insert image catrobat media gallery,ui design,different
auto crop icon,ui design,different
hint change default settings tools,ui design,different
checkmark confirm tool applications,ui design,different
copy paste symbols stamp tool selection application,ui design,different
save dialog,ui design,different
better compression research implementation,ui design,different
export,ui design,different
confirm tool application selecting tool,ui design,different
center button transform tool,ui design,different
fastlane support huawei store,ui design,different
github crowdin integration,ui design,different
build paintroid pull requests catroid develop jenkins,ui design,different
reuse drawingsurface pipette activity,ui design,different
image file size editing,ui design,different
upload mapping jenkins release builds,ui design,different
correct user intended position tools,ui design,different
dynamic color scheme,ui design,different
close transform tool options clicking apply,unnecessary permissions,different
save temporary copies automatically,unnecessary permissions,different
paste tool,unnecessary permissions,different
save load pocketpaint format,unnecessary permissions,different
save load pocketpaint format,unnecessary permissions,different
hide unhide layer,unnecessary permissions,different
share feature,unnecessary permissions,different
feedback menu entry overflow menu,unnecessary permissions,different
spray tool,unnecessary permissions,different
insert image catrobat media gallery,unnecessary permissions,different
auto crop icon,unnecessary permissions,different
hint change default settings tools,unnecessary permissions,different
checkmark confirm tool applications,unnecessary permissions,different
copy paste symbols stamp tool selection application,unnecessary permissions,different
save dialog,unnecessary permissions,different
better compression research implementation,unnecessary permissions,different
export,unnecessary permissions,different
confirm tool application selecting tool,unnecessary permissions,different
center button transform tool,unnecessary permissions,different
fastlane support huawei store,unnecessary permissions,different
github crowdin integration,unnecessary permissions,different
build paintroid pull requests catroid develop jenkins,unnecessary permissions,different
reuse drawingsurface pipette activity,unnecessary permissions,different
image file size editing,unnecessary permissions,different
upload mapping jenkins release builds,unnecessary permissions,different
correct user intended position tools,unnecessary permissions,different
dynamic color scheme,unnecessary permissions,different
close transform tool options clicking apply,user interface,different
save temporary copies automatically,user interface,different
paste tool,user interface,different
save load pocketpaint format,user interface,different
save load pocketpaint format,user interface,different
hide unhide layer,user interface,different
share feature,user interface,different
feedback menu entry overflow menu,user interface,different
spray tool,user interface,different
insert image catrobat media gallery,user interface,different
auto crop icon,user interface,different
hint change default settings tools,user interface,different
checkmark confirm tool applications,user interface,different
copy paste symbols stamp tool selection application,user interface,different
save dialog,user interface,different
better compression research implementation,user interface,different
export,user interface,different
confirm tool application selecting tool,user interface,different
center button transform tool,user interface,different
fastlane support huawei store,user interface,different
github crowdin integration,user interface,different
build paintroid pull requests catroid develop jenkins,user interface,different
reuse drawingsurface pipette activity,user interface,different
image file size editing,user interface,different
upload mapping jenkins release builds,user interface,different
correct user intended position tools,user interface,different
dynamic color scheme,user interface,different
close transform tool options clicking apply,version ads,different
save temporary copies automatically,version ads,different
paste tool,version ads,different
save load pocketpaint format,version ads,different
save load pocketpaint format,version ads,different
hide unhide layer,version ads,different
share feature,version ads,different
feedback menu entry overflow menu,version ads,different
spray tool,version ads,different
insert image catrobat media gallery,version ads,different
auto crop icon,version ads,different
hint change default settings tools,version ads,different
checkmark confirm tool applications,version ads,different
copy paste symbols stamp tool selection application,version ads,different
save dialog,version ads,different
better compression research implementation,version ads,different
export,version ads,different
confirm tool application selecting tool,version ads,different
center button transform tool,version ads,different
fastlane support huawei store,version ads,different
github crowdin integration,version ads,different
build paintroid pull requests catroid develop jenkins,version ads,different
reuse drawingsurface pipette activity,version ads,different
image file size editing,version ads,different
upload mapping jenkins release builds,version ads,different
correct user intended position tools,version ads,different
dynamic color scheme,version ads,different
close transform tool options clicking apply,white worked,different
save temporary copies automatically,white worked,different
paste tool,white worked,different
save load pocketpaint format,white worked,different
save load pocketpaint format,white worked,different
hide unhide layer,white worked,different
share feature,white worked,different
feedback menu entry overflow menu,white worked,different
spray tool,white worked,different
insert image catrobat media gallery,white worked,different
auto crop icon,white worked,different
hint change default settings tools,white worked,different
