,Feature 1,Feature 2,Label,Jaccard Similarity,Predicted Label
4116,dynamic color scheme,removes exif data,different,0,different
4117,close transform tool options clicking apply,rendering useless,different,0,different
4118,save temporary copies automatically,rendering useless,different,0,different
4119,paste tool,rendering useless,different,0,different
4120,save load pocketpaint format,rendering useless,different,0,different
4121,save load pocketpaint format,rendering useless,different,0,different
4122,hide unhide layer,rendering useless,different,0,different
4123,share feature,rendering useless,different,0,different
4124,feedback menu entry overflow menu,rendering useless,different,0,different
4125,spray tool,rendering useless,different,0,different
4126,insert image catrobat media gallery,rendering useless,different,0,different
4127,auto crop icon,rendering useless,different,0,different
4128,hint change default settings tools,rendering useless,different,0,different
4129,checkmark confirm tool applications,rendering useless,different,0,different
4130,copy paste symbols stamp tool selection application,rendering useless,different,0,different
4131,save dialog,rendering useless,different,0,different
4132,better compression research implementation,rendering useless,different,0,different
4133,export,rendering useless,different,0,different
4134,confirm tool application selecting tool,rendering useless,different,0,different
4135,center button transform tool,rendering useless,different,0,different
4136,fastlane support huawei store,rendering useless,different,0,different
4137,github crowdin integration,rendering useless,different,0,different
4138,build paintroid pull requests catroid develop jenkins,rendering useless,different,0,different
4139,reuse drawingsurface pipette activity,rendering useless,different,0,different
4140,image file size editing,rendering useless,different,0,different
4141,upload mapping jenkins release builds,rendering useless,different,0,different
4142,correct user intended position tools,rendering useless,different,0,different
4143,dynamic color scheme,rendering useless,different,0,different
4144,close transform tool options clicking apply,resize picture,different,0,different
4145,save temporary copies automatically,resize picture,different,0,different
4146,paste tool,resize picture,different,0,different
4147,save load pocketpaint format,resize picture,different,0,different
4148,save load pocketpaint format,resize picture,different,0,different
4149,hide unhide layer,resize picture,different,0,different
4150,share feature,resize picture,different,0,different
4151,feedback menu entry overflow menu,resize picture,different,0,different
4152,spray tool,resize picture,different,0,different
4153,insert image catrobat media gallery,resize picture,different,0,different
4154,auto crop icon,resize picture,different,0,different
4155,hint change default settings tools,resize picture,different,0,different
4156,checkmark confirm tool applications,resize picture,different,0,different
4157,copy paste symbols stamp tool selection application,resize picture,different,0,different
4158,save dialog,resize picture,different,0,different
4159,better compression research implementation,resize picture,different,0,different
4160,export,resize picture,different,0,different
4161,confirm tool application selecting tool,resize picture,different,0,different
4162,center button transform tool,resize picture,different,0,different
4163,fastlane support huawei store,resize picture,different,0,different
4164,github crowdin integration,resize picture,different,0,different
4165,build paintroid pull requests catroid develop jenkins,resize picture,different,0,different
4166,reuse drawingsurface pipette activity,resize picture,different,0,different
4167,upload mapping jenkins release builds,resize picture,different,0,different
4168,correct user intended position tools,resize picture,different,0,different
4169,dynamic color scheme,resize picture,different,0,different
4170,close transform tool options clicking apply,resize pictures,different,0,different
4171,save temporary copies automatically,resize pictures,different,0,different
4172,paste tool,resize pictures,different,0,different
4173,save load pocketpaint format,resize pictures,different,0,different
4174,save load pocketpaint format,resize pictures,different,0,different
4175,hide unhide layer,resize pictures,different,0,different
4176,share feature,resize pictures,different,0,different
4177,feedback menu entry overflow menu,resize pictures,different,0,different
4178,spray tool,resize pictures,different,0,different
4179,insert image catrobat media gallery,resize pictures,different,0,different
4180,auto crop icon,resize pictures,different,0,different
4181,hint change default settings tools,resize pictures,different,0,different
4182,checkmark confirm tool applications,resize pictures,different,0,different
4183,copy paste symbols stamp tool selection application,resize pictures,different,0,different
4184,save dialog,resize pictures,different,0,different
4185,better compression research implementation,resize pictures,different,0,different
4186,export,resize pictures,different,0,different
4187,confirm tool application selecting tool,resize pictures,different,0,different
4188,center button transform tool,resize pictures,different,0,different
4189,fastlane support huawei store,resize pictures,different,0,different
4190,github crowdin integration,resize pictures,different,0,different
4191,build paintroid pull requests catroid develop jenkins,resize pictures,different,0,different
4192,reuse drawingsurface pipette activity,resize pictures,different,0,different
4193,upload mapping jenkins release builds,resize pictures,different,0,different
4194,correct user intended position tools,resize pictures,different,0,different
4195,dynamic color scheme,resize pictures,different,0,different
4197,save temporary copies automatically,resize tool,different,0,different
4199,save load pocketpaint format,resize tool,different,0,different
4200,save load pocketpaint format,resize tool,different,0,different
4201,hide unhide layer,resize tool,different,0,different
4202,share feature,resize tool,different,0,different
4203,feedback menu entry overflow menu,resize tool,different,0,different
4205,insert image catrobat media gallery,resize tool,different,0,different
4206,auto crop icon,resize tool,different,0,different
4210,save dialog,resize tool,different,0,different
4211,better compression research implementation,resize tool,different,0,different
4212,export,resize tool,different,0,different
4215,fastlane support huawei store,resize tool,different,0,different
4216,github crowdin integration,resize tool,different,0,different
4217,build paintroid pull requests catroid develop jenkins,resize tool,different,0,different
4218,reuse drawingsurface pipette activity,resize tool,different,0,different
4219,image file size editing,resize tool,different,0,different
4220,upload mapping jenkins release builds,resize tool,different,0,different
4222,dynamic color scheme,resize tool,different,0,different
4223,close transform tool options clicking apply,resizing entire image,different,0,different
4224,save temporary copies automatically,resizing entire image,different,0,different
4225,paste tool,resizing entire image,different,0,different
4226,save load pocketpaint format,resizing entire image,different,0,different
4227,save load pocketpaint format,resizing entire image,different,0,different
4228,hide unhide layer,resizing entire image,different,0,different
4229,share feature,resizing entire image,different,0,different
4230,feedback menu entry overflow menu,resizing entire image,different,0,different
4231,spray tool,resizing entire image,different,0,different
4232,insert image catrobat media gallery,resizing entire image,different,0,different
4233,auto crop icon,resizing entire image,different,0,different
4234,hint change default settings tools,resizing entire image,different,0,different
4235,checkmark confirm tool applications,resizing entire image,different,0,different
4236,copy paste symbols stamp tool selection application,resizing entire image,different,0,different
4237,save dialog,resizing entire image,different,0,different
4238,better compression research implementation,resizing entire image,different,0,different
4239,export,resizing entire image,different,0,different
4240,confirm tool application selecting tool,resizing entire image,different,0,different
4241,center button transform tool,resizing entire image,different,0,different
4242,fastlane support huawei store,resizing entire image,different,0,different
4243,github crowdin integration,resizing entire image,different,0,different
4244,build paintroid pull requests catroid develop jenkins,resizing entire image,different,0,different
4245,reuse drawingsurface pipette activity,resizing entire image,different,0,different
4246,upload mapping jenkins release builds,resizing entire image,different,0,different
4247,correct user intended position tools,resizing entire image,different,0,different
4248,dynamic color scheme,resizing entire image,different,0,different
4249,close transform tool options clicking apply,respect landscape orientation,different,0,different
4250,save temporary copies automatically,respect landscape orientation,different,0,different
4251,paste tool,respect landscape orientation,different,0,different
4252,save load pocketpaint format,respect landscape orientation,different,0,different
4253,save load pocketpaint format,respect landscape orientation,different,0,different
4254,hide unhide layer,respect landscape orientation,different,0,different
4255,share feature,respect landscape orientation,different,0,different
4256,feedback menu entry overflow menu,respect landscape orientation,different,0,different
4257,spray tool,respect landscape orientation,different,0,different
4258,insert image catrobat media gallery,respect landscape orientation,different,0,different
4259,auto crop icon,respect landscape orientation,different,0,different
4260,hint change default settings tools,respect landscape orientation,different,0,different
4261,checkmark confirm tool applications,respect landscape orientation,different,0,different
4262,copy paste symbols stamp tool selection application,respect landscape orientation,different,0,different
4263,save dialog,respect landscape orientation,different,0,different
4264,better compression research implementation,respect landscape orientation,different,0,different
4265,export,respect landscape orientation,different,0,different
4266,confirm tool application selecting tool,respect landscape orientation,different,0,different
4267,center button transform tool,respect landscape orientation,different,0,different
4268,fastlane support huawei store,respect landscape orientation,different,0,different
4269,github crowdin integration,respect landscape orientation,different,0,different
4270,build paintroid pull requests catroid develop jenkins,respect landscape orientation,different,0,different
4271,reuse drawingsurface pipette activity,respect landscape orientation,different,0,different
4272,image file size editing,respect landscape orientation,different,0,different
4273,upload mapping jenkins release builds,respect landscape orientation,different,0,different
4274,correct user intended position tools,respect landscape orientation,different,0,different
4275,dynamic color scheme,respect landscape orientation,different,0,different
4276,close transform tool options clicking apply,rotation controls,different,0,different
4277,save temporary copies automatically,rotation controls,different,0,different
4278,paste tool,rotation controls,different,0,different
4279,save load pocketpaint format,rotation controls,different,0,different
4280,save load pocketpaint format,rotation controls,different,0,different
4281,hide unhide layer,rotation controls,different,0,different
4282,share feature,rotation controls,different,0,different
4283,feedback menu entry overflow menu,rotation controls,different,0,different
4284,spray tool,rotation controls,different,0,different
4285,insert image catrobat media gallery,rotation controls,different,0,different
4286,auto crop icon,rotation controls,different,0,different
4287,hint change default settings tools,rotation controls,different,0,different
4288,checkmark confirm tool applications,rotation controls,different,0,different
4289,copy paste symbols stamp tool selection application,rotation controls,different,0,different
4290,save dialog,rotation controls,different,0,different
4291,better compression research implementation,rotation controls,different,0,different
4292,export,rotation controls,different,0,different
4293,confirm tool application selecting tool,rotation controls,different,0,different
4294,center button transform tool,rotation controls,different,0,different
4295,fastlane support huawei store,rotation controls,different,0,different
4296,github crowdin integration,rotation controls,different,0,different
4297,build paintroid pull requests catroid develop jenkins,rotation controls,different,0,different
4298,reuse drawingsurface pipette activity,rotation controls,different,0,different
4299,image file size editing,rotation controls,different,0,different
4300,upload mapping jenkins release builds,rotation controls,different,0,different
4301,correct user intended position tools,rotation controls,different,0,different
4302,dynamic color scheme,rotation controls,different,0,different
4303,close transform tool options clicking apply,satisfy my experience,different,0,different
4304,save temporary copies automatically,satisfy my experience,different,0,different
4305,paste tool,satisfy my experience,different,0,different
4306,save load pocketpaint format,satisfy my experience,different,0,different
4307,save load pocketpaint format,satisfy my experience,different,0,different
4308,hide unhide layer,satisfy my experience,different,0,different
4309,share feature,satisfy my experience,different,0,different
4310,feedback menu entry overflow menu,satisfy my experience,different,0,different
4311,spray tool,satisfy my experience,different,0,different
4312,insert image catrobat media gallery,satisfy my experience,different,0,different
4313,auto crop icon,satisfy my experience,different,0,different
4314,hint change default settings tools,satisfy my experience,different,0,different
4315,checkmark confirm tool applications,satisfy my experience,different,0,different
4316,copy paste symbols stamp tool selection application,satisfy my experience,different,0,different
4317,save dialog,satisfy my experience,different,0,different
4318,better compression research implementation,satisfy my experience,different,0,different
4319,export,satisfy my experience,different,0,different
4320,confirm tool application selecting tool,satisfy my experience,different,0,different
4321,center button transform tool,satisfy my experience,different,0,different
4322,fastlane support huawei store,satisfy my experience,different,0,different
4323,github crowdin integration,satisfy my experience,different,0,different
4324,build paintroid pull requests catroid develop jenkins,satisfy my experience,different,0,different
4325,reuse drawingsurface pipette activity,satisfy my experience,different,0,different
4326,image file size editing,satisfy my experience,different,0,different
4327,upload mapping jenkins release builds,satisfy my experience,different,0,different
4328,correct user intended position tools,satisfy my experience,different,0,different
4329,dynamic color scheme,satisfy my experience,different,0,different
4330,close transform tool options clicking apply,save your favourite,different,0,different
4331,paste tool,save your favourite,different,0,different
4333,hide unhide layer,save your favourite,different,0,different
4334,share feature,save your favourite,different,0,different
4335,feedback menu entry overflow menu,save your favourite,different,0,different
4336,spray tool,save your favourite,different,0,different
4337,insert image catrobat media gallery,save your favourite,different,0,different
4338,auto crop icon,save your favourite,different,0,different
4339,hint change default settings tools,save your favourite,different,0,different
4340,checkmark confirm tool applications,save your favourite,different,0,different
4341,copy paste symbols stamp tool selection application,save your favourite,different,0,different
4343,better compression research implementation,save your favourite,different,0,different
4344,export,save your favourite,different,0,different
4345,confirm tool application selecting tool,save your favourite,different,0,different
4346,center button transform tool,save your favourite,different,0,different
4347,fastlane support huawei store,save your favourite,different,0,different
4348,github crowdin integration,save your favourite,different,0,different
4349,build paintroid pull requests catroid develop jenkins,save your favourite,different,0,different
4350,reuse drawingsurface pipette activity,save your favourite,different,0,different
4351,image file size editing,save your favourite,different,0,different
4352,upload mapping jenkins release builds,save your favourite,different,0,different
4353,correct user intended position tools,save your favourite,different,0,different
4354,dynamic color scheme,save your favourite,different,0,different
4355,close transform tool options clicking apply,screen shots,different,0,different
4356,save temporary copies automatically,screen shots,different,0,different
4357,paste tool,screen shots,different,0,different
4358,save load pocketpaint format,screen shots,different,0,different
4359,save load pocketpaint format,screen shots,different,0,different
4360,hide unhide layer,screen shots,different,0,different
4361,share feature,screen shots,different,0,different
4362,feedback menu entry overflow menu,screen shots,different,0,different
4363,spray tool,screen shots,different,0,different
4364,insert image catrobat media gallery,screen shots,different,0,different
4365,auto crop icon,screen shots,different,0,different
4366,hint change default settings tools,screen shots,different,0,different
4367,checkmark confirm tool applications,screen shots,different,0,different
4368,copy paste symbols stamp tool selection application,screen shots,different,0,different
4369,save dialog,screen shots,different,0,different
4370,better compression research implementation,screen shots,different,0,different
4371,export,screen shots,different,0,different
4372,confirm tool application selecting tool,screen shots,different,0,different
4373,center button transform tool,screen shots,different,0,different
4374,fastlane support huawei store,screen shots,different,0,different
4375,github crowdin integration,screen shots,different,0,different
4376,build paintroid pull requests catroid develop jenkins,screen shots,different,0,different
4377,reuse drawingsurface pipette activity,screen shots,different,0,different
4378,image file size editing,screen shots,different,0,different
4379,upload mapping jenkins release builds,screen shots,different,0,different
4380,correct user intended position tools,screen shots,different,0,different
4381,dynamic color scheme,screen shots,different,0,different
4382,close transform tool options clicking apply,see a grid,different,0,different
4383,save temporary copies automatically,see a grid,different,0,different
4384,paste tool,see a grid,different,0,different
4385,save load pocketpaint format,see a grid,different,0,different
4386,save load pocketpaint format,see a grid,different,0,different
4387,hide unhide layer,see a grid,different,0,different
4388,share feature,see a grid,different,0,different
4389,feedback menu entry overflow menu,see a grid,different,0,different
4390,spray tool,see a grid,different,0,different
4391,insert image catrobat media gallery,see a grid,different,0,different
4392,auto crop icon,see a grid,different,0,different
4393,hint change default settings tools,see a grid,different,0,different
4394,checkmark confirm tool applications,see a grid,different,0,different
4395,copy paste symbols stamp tool selection application,see a grid,different,0,different
4396,save dialog,see a grid,different,0,different
4397,better compression research implementation,see a grid,different,0,different
4398,export,see a grid,different,0,different
4399,confirm tool application selecting tool,see a grid,different,0,different
4400,center button transform tool,see a grid,different,0,different
4401,fastlane support huawei store,see a grid,different,0,different
4402,github crowdin integration,see a grid,different,0,different
4403,build paintroid pull requests catroid develop jenkins,see a grid,different,0,different
4404,reuse drawingsurface pipette activity,see a grid,different,0,different
4405,image file size editing,see a grid,different,0,different
4406,upload mapping jenkins release builds,see a grid,different,0,different
4407,correct user intended position tools,see a grid,different,0,different
4408,dynamic color scheme,see a grid,different,0,different
4409,close transform tool options clicking apply,see every pixel,different,0,different
4410,save temporary copies automatically,see every pixel,different,0,different
4411,paste tool,see every pixel,different,0,different
4412,save load pocketpaint format,see every pixel,different,0,different
4413,save load pocketpaint format,see every pixel,different,0,different
4414,hide unhide layer,see every pixel,different,0,different
4415,share feature,see every pixel,different,0,different
4416,feedback menu entry overflow menu,see every pixel,different,0,different
4417,spray tool,see every pixel,different,0,different
4418,insert image catrobat media gallery,see every pixel,different,0,different
4419,auto crop icon,see every pixel,different,0,different
4420,hint change default settings tools,see every pixel,different,0,different
4421,checkmark confirm tool applications,see every pixel,different,0,different
4422,copy paste symbols stamp tool selection application,see every pixel,different,0,different
4423,save dialog,see every pixel,different,0,different
4424,better compression research implementation,see every pixel,different,0,different
4425,export,see every pixel,different,0,different
4426,confirm tool application selecting tool,see every pixel,different,0,different
4427,center button transform tool,see every pixel,different,0,different
4428,fastlane support huawei store,see every pixel,different,0,different
4429,github crowdin integration,see every pixel,different,0,different
4430,build paintroid pull requests catroid develop jenkins,see every pixel,different,0,different
4431,reuse drawingsurface pipette activity,see every pixel,different,0,different
4432,image file size editing,see every pixel,different,0,different
4433,upload mapping jenkins release builds,see every pixel,different,0,different
4434,correct user intended position tools,see every pixel,different,0,different
4435,dynamic color scheme,see every pixel,different,0,different
4436,close transform tool options clicking apply,see this drive,different,0,different
4437,save temporary copies automatically,see this drive,different,0,different
4438,paste tool,see this drive,different,0,different
4439,save load pocketpaint format,see this drive,different,0,different
4440,save load pocketpaint format,see this drive,different,0,different
4441,hide unhide layer,see this drive,different,0,different
4442,share feature,see this drive,different,0,different
4443,feedback menu entry overflow menu,see this drive,different,0,different
4444,spray tool,see this drive,different,0,different
4445,insert image catrobat media gallery,see this drive,different,0,different
4446,auto crop icon,see this drive,different,0,different
4447,hint change default settings tools,see this drive,different,0,different
4448,checkmark confirm tool applications,see this drive,different,0,different
4449,copy paste symbols stamp tool selection application,see this drive,different,0,different
4450,save dialog,see this drive,different,0,different
4451,better compression research implementation,see this drive,different,0,different
4452,export,see this drive,different,0,different
4453,confirm tool application selecting tool,see this drive,different,0,different
4454,center button transform tool,see this drive,different,0,different
4455,fastlane support huawei store,see this drive,different,0,different
4456,github crowdin integration,see this drive,different,0,different
4457,build paintroid pull requests catroid develop jenkins,see this drive,different,0,different
4458,reuse drawingsurface pipette activity,see this drive,different,0,different
4459,image file size editing,see this drive,different,0,different
4460,upload mapping jenkins release builds,see this drive,different,0,different
4461,correct user intended position tools,see this drive,different,0,different
4462,dynamic color scheme,see this drive,different,0,different
4463,close transform tool options clicking apply,select transparent on colors,different,0,different
4464,save temporary copies automatically,select transparent on colors,different,0,different
4465,paste tool,select transparent on colors,different,0,different
4466,save load pocketpaint format,select transparent on colors,different,0,different
4467,save load pocketpaint format,select transparent on colors,different,0,different
4468,hide unhide layer,select transparent on colors,different,0,different
4469,share feature,select transparent on colors,different,0,different
4470,feedback menu entry overflow menu,select transparent on colors,different,0,different
4471,spray tool,select transparent on colors,different,0,different
4472,insert image catrobat media gallery,select transparent on colors,different,0,different
4473,auto crop icon,select transparent on colors,different,0,different
4474,hint change default settings tools,select transparent on colors,different,0,different
4475,checkmark confirm tool applications,select transparent on colors,different,0,different
4476,copy paste symbols stamp tool selection application,select transparent on colors,different,0,different
4477,save dialog,select transparent on colors,different,0,different
4478,better compression research implementation,select transparent on colors,different,0,different
4479,export,select transparent on colors,different,0,different
4480,confirm tool application selecting tool,select transparent on colors,different,0,different
4481,center button transform tool,select transparent on colors,different,0,different
4482,fastlane support huawei store,select transparent on colors,different,0,different
4483,github crowdin integration,select transparent on colors,different,0,different
4484,build paintroid pull requests catroid develop jenkins,select transparent on colors,different,0,different
4485,reuse drawingsurface pipette activity,select transparent on colors,different,0,different
4486,image file size editing,select transparent on colors,different,0,different
4487,upload mapping jenkins release builds,select transparent on colors,different,0,different
4488,correct user intended position tools,select transparent on colors,different,0,different
4490,save temporary copies automatically,selection tool,different,0,different
4492,save load pocketpaint format,selection tool,different,0,different
4493,save load pocketpaint format,selection tool,different,0,different
4494,hide unhide layer,selection tool,different,0,different
4495,share feature,selection tool,different,0,different
4496,feedback menu entry overflow menu,selection tool,different,0,different
4498,insert image catrobat media gallery,selection tool,different,0,different
4499,auto crop icon,selection tool,different,0,different
4502,save dialog,selection tool,different,0,different
4503,better compression research implementation,selection tool,different,0,different
4504,export,selection tool,different,0,different
4506,fastlane support huawei store,selection tool,different,0,different
4507,github crowdin integration,selection tool,different,0,different
4508,build paintroid pull requests catroid develop jenkins,selection tool,different,0,different
4509,reuse drawingsurface pipette activity,selection tool,different,0,different
4510,image file size editing,selection tool,different,0,different
4511,upload mapping jenkins release builds,selection tool,different,0,different
4513,dynamic color scheme,selection tool,different,0,different
4514,close transform tool options clicking apply,serious lags,different,0,different
4515,save temporary copies automatically,serious lags,different,0,different
4516,paste tool,serious lags,different,0,different
4517,save load pocketpaint format,serious lags,different,0,different
4518,save load pocketpaint format,serious lags,different,0,different
4519,hide unhide layer,serious lags,different,0,different
4520,share feature,serious lags,different,0,different
4521,feedback menu entry overflow menu,serious lags,different,0,different
4522,spray tool,serious lags,different,0,different
4523,insert image catrobat media gallery,serious lags,different,0,different
4524,auto crop icon,serious lags,different,0,different
4525,hint change default settings tools,serious lags,different,0,different
4526,checkmark confirm tool applications,serious lags,different,0,different
4527,copy paste symbols stamp tool selection application,serious lags,different,0,different
4528,save dialog,serious lags,different,0,different
4529,better compression research implementation,serious lags,different,0,different
4530,export,serious lags,different,0,different
4531,confirm tool application selecting tool,serious lags,different,0,different
4532,center button transform tool,serious lags,different,0,different
4533,fastlane support huawei store,serious lags,different,0,different
4534,github crowdin integration,serious lags,different,0,different
4535,build paintroid pull requests catroid develop jenkins,serious lags,different,0,different
4536,reuse drawingsurface pipette activity,serious lags,different,0,different
4537,image file size editing,serious lags,different,0,different
4538,upload mapping jenkins release builds,serious lags,different,0,different
4539,correct user intended position tools,serious lags,different,0,different
4540,dynamic color scheme,serious lags,different,0,different
4541,close transform tool options clicking apply,settings option,different,0,different
4542,save temporary copies automatically,settings option,different,0,different
4543,paste tool,settings option,different,0,different
4544,save load pocketpaint format,settings option,different,0,different
4545,save load pocketpaint format,settings option,different,0,different
4546,hide unhide layer,settings option,different,0,different
4547,share feature,settings option,different,0,different
4548,feedback menu entry overflow menu,settings option,different,0,different
4549,spray tool,settings option,different,0,different
4550,insert image catrobat media gallery,settings option,different,0,different
4551,auto crop icon,settings option,different,0,different
4552,checkmark confirm tool applications,settings option,different,0,different
4553,copy paste symbols stamp tool selection application,settings option,different,0,different
4554,save dialog,settings option,different,0,different
4555,better compression research implementation,settings option,different,0,different
4556,export,settings option,different,0,different
4557,confirm tool application selecting tool,settings option,different,0,different
4558,center button transform tool,settings option,different,0,different
4559,fastlane support huawei store,settings option,different,0,different
4560,github crowdin integration,settings option,different,0,different
4561,build paintroid pull requests catroid develop jenkins,settings option,different,0,different
4562,reuse drawingsurface pipette activity,settings option,different,0,different
4563,image file size editing,settings option,different,0,different
4564,upload mapping jenkins release builds,settings option,different,0,different
4565,correct user intended position tools,settings option,different,0,different
4566,dynamic color scheme,settings option,different,0,different
4567,close transform tool options clicking apply,shrink an image,different,0,different
4568,save temporary copies automatically,shrink an image,different,0,different
4569,paste tool,shrink an image,different,0,different
4570,save load pocketpaint format,shrink an image,different,0,different
4571,save load pocketpaint format,shrink an image,different,0,different
4572,hide unhide layer,shrink an image,different,0,different
4573,share feature,shrink an image,different,0,different
4574,feedback menu entry overflow menu,shrink an image,different,0,different
4575,spray tool,shrink an image,different,0,different
4576,insert image catrobat media gallery,shrink an image,different,0,different
4577,auto crop icon,shrink an image,different,0,different
4578,hint change default settings tools,shrink an image,different,0,different
4579,checkmark confirm tool applications,shrink an image,different,0,different
4580,copy paste symbols stamp tool selection application,shrink an image,different,0,different
4581,save dialog,shrink an image,different,0,different
4582,better compression research implementation,shrink an image,different,0,different
4583,export,shrink an image,different,0,different
4584,confirm tool application selecting tool,shrink an image,different,0,different
4585,center button transform tool,shrink an image,different,0,different
4586,fastlane support huawei store,shrink an image,different,0,different
4587,github crowdin integration,shrink an image,different,0,different
4588,build paintroid pull requests catroid develop jenkins,shrink an image,different,0,different
4589,reuse drawingsurface pipette activity,shrink an image,different,0,different
4590,image file size editing,shrink an image,different,0,different
4591,upload mapping jenkins release builds,shrink an image,different,0,different
4592,correct user intended position tools,shrink an image,different,0,different
4593,dynamic color scheme,shrink an image,different,0,different
4594,close transform tool options clicking apply,shrinks image size,different,0,different
4595,save temporary copies automatically,shrinks image size,different,0,different
4596,paste tool,shrinks image size,different,0,different
4597,save load pocketpaint format,shrinks image size,different,0,different
4598,save load pocketpaint format,shrinks image size,different,0,different
4599,hide unhide layer,shrinks image size,different,0,different
4600,share feature,shrinks image size,different,0,different
4601,feedback menu entry overflow menu,shrinks image size,different,0,different
4602,spray tool,shrinks image size,different,0,different
4604,auto crop icon,shrinks image size,different,0,different
4605,hint change default settings tools,shrinks image size,different,0,different
4606,checkmark confirm tool applications,shrinks image size,different,0,different
4607,copy paste symbols stamp tool selection application,shrinks image size,different,0,different
4608,save dialog,shrinks image size,different,0,different
4609,better compression research implementation,shrinks image size,different,0,different
4610,export,shrinks image size,different,0,different
4611,confirm tool application selecting tool,shrinks image size,different,0,different
4612,center button transform tool,shrinks image size,different,0,different
4613,fastlane support huawei store,shrinks image size,different,0,different
4614,github crowdin integration,shrinks image size,different,0,different
4615,build paintroid pull requests catroid develop jenkins,shrinks image size,different,0,different
4616,reuse drawingsurface pipette activity,shrinks image size,different,0,different
4617,upload mapping jenkins release builds,shrinks image size,different,0,different
4618,correct user intended position tools,shrinks image size,different,0,different
4619,dynamic color scheme,shrinks image size,different,0,different
4620,close transform tool options clicking apply,simple area selection,different,0,different
4621,save temporary copies automatically,simple area selection,different,0,different
4622,paste tool,simple area selection,different,0,different
4623,save load pocketpaint format,simple area selection,different,0,different
4624,save load pocketpaint format,simple area selection,different,0,different
4625,hide unhide layer,simple area selection,different,0,different
4626,share feature,simple area selection,different,0,different
4627,feedback menu entry overflow menu,simple area selection,different,0,different
4628,spray tool,simple area selection,different,0,different
4629,insert image catrobat media gallery,simple area selection,different,0,different
4630,auto crop icon,simple area selection,different,0,different
4631,hint change default settings tools,simple area selection,different,0,different
4632,checkmark confirm tool applications,simple area selection,different,0,different
4633,copy paste symbols stamp tool selection application,simple area selection,different,0,different
4634,save dialog,simple area selection,different,0,different
4635,better compression research implementation,simple area selection,different,0,different
4636,export,simple area selection,different,0,different
4637,center button transform tool,simple area selection,different,0,different
4638,fastlane support huawei store,simple area selection,different,0,different
4639,github crowdin integration,simple area selection,different,0,different
4640,build paintroid pull requests catroid develop jenkins,simple area selection,different,0,different
4641,reuse drawingsurface pipette activity,simple area selection,different,0,different
4642,image file size editing,simple area selection,different,0,different
4643,upload mapping jenkins release builds,simple area selection,different,0,different
4644,correct user intended position tools,simple area selection,different,0,different
4645,dynamic color scheme,simple area selection,different,0,different
4646,close transform tool options clicking apply,simple draw offer,different,0,different
4647,save temporary copies automatically,simple draw offer,different,0,different
4648,paste tool,simple draw offer,different,0,different
4649,save load pocketpaint format,simple draw offer,different,0,different
4650,save load pocketpaint format,simple draw offer,different,0,different
4651,hide unhide layer,simple draw offer,different,0,different
4652,share feature,simple draw offer,different,0,different
4653,feedback menu entry overflow menu,simple draw offer,different,0,different
4654,spray tool,simple draw offer,different,0,different
4655,insert image catrobat media gallery,simple draw offer,different,0,different
4656,auto crop icon,simple draw offer,different,0,different
4657,hint change default settings tools,simple draw offer,different,0,different
4658,checkmark confirm tool applications,simple draw offer,different,0,different
4659,copy paste symbols stamp tool selection application,simple draw offer,different,0,different
4660,save dialog,simple draw offer,different,0,different
4661,better compression research implementation,simple draw offer,different,0,different
4662,export,simple draw offer,different,0,different
4663,confirm tool application selecting tool,simple draw offer,different,0,different
4664,center button transform tool,simple draw offer,different,0,different
4665,fastlane support huawei store,simple draw offer,different,0,different
4666,github crowdin integration,simple draw offer,different,0,different
4667,build paintroid pull requests catroid develop jenkins,simple draw offer,different,0,different
4668,reuse drawingsurface pipette activity,simple draw offer,different,0,different
4669,image file size editing,simple draw offer,different,0,different
4670,upload mapping jenkins release builds,simple draw offer,different,0,different
4671,correct user intended position tools,simple draw offer,different,0,different
4672,dynamic color scheme,simple draw offer,different,0,different
4673,close transform tool options clicking apply,small basic animation,different,0,different
4674,save temporary copies automatically,small basic animation,different,0,different
4675,paste tool,small basic animation,different,0,different
4676,save load pocketpaint format,small basic animation,different,0,different
4677,save load pocketpaint format,small basic animation,different,0,different
4678,hide unhide layer,small basic animation,different,0,different
4679,share feature,small basic animation,different,0,different
4680,feedback menu entry overflow menu,small basic animation,different,0,different
4681,spray tool,small basic animation,different,0,different
4682,insert image catrobat media gallery,small basic animation,different,0,different
4683,auto crop icon,small basic animation,different,0,different
4684,hint change default settings tools,small basic animation,different,0,different
4685,checkmark confirm tool applications,small basic animation,different,0,different
4686,copy paste symbols stamp tool selection application,small basic animation,different,0,different
4687,save dialog,small basic animation,different,0,different
4688,better compression research implementation,small basic animation,different,0,different
4689,export,small basic animation,different,0,different
4690,confirm tool application selecting tool,small basic animation,different,0,different
4691,center button transform tool,small basic animation,different,0,different
4692,fastlane support huawei store,small basic animation,different,0,different
4693,github crowdin integration,small basic animation,different,0,different
4694,build paintroid pull requests catroid develop jenkins,small basic animation,different,0,different
4695,reuse drawingsurface pipette activity,small basic animation,different,0,different
4696,image file size editing,small basic animation,different,0,different
4697,upload mapping jenkins release builds,small basic animation,different,0,different
4698,correct user intended position tools,small basic animation,different,0,different
4699,dynamic color scheme,small basic animation,different,0,different
4700,close transform tool options clicking apply,soulless ads,different,0,different
4701,save temporary copies automatically,soulless ads,different,0,different
4702,paste tool,soulless ads,different,0,different
